left_entity_type,left_entity_id,right_entity_type,right_entity_id,role,evidence_type,evidence_source,source_line,confidence,allocation_weight,included_in_direct_totals,included_in_rollup_totals,manual_override_state,reviewed_by,reviewed_at,review_method,evidence_note,source_digest,warning_state
transcript,transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution,plan,17,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-05-1-SwiftTagDocumentReopenFix,plan,16,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-05-1-SwiftTagDocumentReopenFix.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-06-1-18-UpdateWindowTitleText,plan,18,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-06-1-18-UpdateWindowTitleText.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions,plan,19,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions,plan,20,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions,plan,22,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-07-3-19-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions,plan,19,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions,plan,20,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions,plan,22,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-08-1-20-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-09-2-21-AddSwiftTagDocumentBookmark,plan,21,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-09-2-21-AddSwiftTagDocumentBookmark.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions,plan,19,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions,plan,20,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions,plan,22,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-10-2-22-AddSwiftTagDocumentSaveOptions.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-11-1-23-AddSwiftTagDocumentQuickLook,plan,23,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-11-1-23-AddSwiftTagDocumentQuickLook.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-12-1-24-AddTrackDurationInfo,plan,24,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-12-1-24-AddTrackDurationInfo.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-14-1-25-AddPictureDescriptionEdit,plan,25,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-14-1-25-AddPictureDescriptionEdit.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-18-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-18-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-20-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-20-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-21-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-21-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-22-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-22-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-22-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-22-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-23-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-23-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-23-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-23-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-24-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-24-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-28-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-28-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-28-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-28-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-29-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-29-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-29-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-29-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-30-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-30-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-30-1-26-AddAppleScriptSupport,plan,27,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-30-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-04-30-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-04-30-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-01-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-01-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-02-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-02-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-02-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-02-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-03-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-03-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-03-2-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-03-2-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-04-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-04-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-07-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-07-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-10-1-26-AddAppleScriptSupport,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-10-1-26-AddAppleScriptSupport.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-12-1-28-AddSwiftTagUseDocumentation,plan,28,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-12-1-28-AddSwiftTagUseDocumentation.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-13-1-28-AddSwiftTagUseDocumentation,plan,28,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-13-1-28-AddSwiftTagUseDocumentation.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-15-1-29-AddSandboxSettings,plan,29,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-15-1-29-AddSandboxSettings.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-18-1-28-AddSwiftTagUseDocumentation,plan,28,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-18-1-28-AddSwiftTagUseDocumentation.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-20-1-MakePictureFix,plan,26,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-20-1-MakePictureFix.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-05-20-2-28-AddSwiftTagUseDocumentation,plan,28,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-05-20-2-28-AddSwiftTagUseDocumentation.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-06-15-1-30-AutoUpdateTrackTotalByDisc,plan,30,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-06-15-1-30-AutoUpdateTrackTotalByDisc.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-06-16-1-31-AddTrackSortAndNumbering,plan,31,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-06-16-1-31-AddTrackSortAndNumbering.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-06-17-1-32-AutoUpdateDiscTotal,plan,32,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-06-17-1-32-AutoUpdateDiscTotal.md,4,1.0,0.0,False,False,automatic,,,,,,
transcript,transcript-2026-06-18-1-33-AddTrackFileRename,plan,33,structural-reference,transcript-reference,Docs/Plans/Transcripts/transcript-2026-06-18-1-33-AddTrackFileRename.md,4,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-02-27-1-1-FLACBridgeExecution,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-02-27-1-1-FLACBridgeExecution.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,plan,1,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-02-27-1-1-FLACBridgeExecution.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-02-1-MiscTagEditorDev,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-02-1-MiscTagEditorDev.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-03-1-MiscTagEditorDev,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-03-1-MiscTagEditorDev.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-04-1-2-ContentViewReorganizationPlan.md,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-04-1-2-ContentViewReorganizationPlan.md.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,plan,2,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-04-1-2-ContentViewReorganizationPlan.md.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-06-1-4-FlacWriteTagsAndPicturesPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-06-1-4-FlacWriteTagsAndPicturesPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,plan,4,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-06-1-4-FlacWriteTagsAndPicturesPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-07-1-5-AddSaveNotificationsPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,plan,5,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-07-1-5-AddSaveNotificationsPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,transcript,transcript-2026-03-07-2-6-AgentsTranscriptSkillPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-07-2-6-AgentsTranscriptSkillPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,80b722ee0e77887149ebfd307538cac12a5907c3,plan,6,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-07-2-6-AgentsTranscriptSkillPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,e0cd7da70c303f9524054cf6e150d7fbfca3d9d1,transcript,transcript-2026-03-12-1-7-AddSaveStatusViewPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-12-1-7-AddSaveStatusViewPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,e0cd7da70c303f9524054cf6e150d7fbfca3d9d1,plan,7,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-12-1-7-AddSaveStatusViewPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,c56695645a5579bac37f1f716650754ccc5750a1,transcript,transcript-2026-03-13-1-8-AddTrackStatusPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-13-1-8-AddTrackStatusPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,c56695645a5579bac37f1f716650754ccc5750a1,plan,8,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-13-1-8-AddTrackStatusPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,94246bbd4bebc8a284577f2d68b82ff5db235599,transcript,transcript-2026-03-14-1-8-AddTrackStatusPlan,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-14-1-8-AddTrackStatusPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,94246bbd4bebc8a284577f2d68b82ff5db235599,plan,8,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-14-1-8-AddTrackStatusPlan.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,transcript,transcript-2026-03-17-1-9-AddUIFeedbackSettings,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-17-1-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,plan,9,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-17-1-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,transcript,transcript-2026-03-17-2-9-AddUIFeedbackSettings,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-17-2-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,plan,9,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-17-2-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,0d268f9dbda719319837ad31711eb87f9f166499,transcript,transcript-2026-03-18-1-9-AddUIFeedbackSettings,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-18-1-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,0d268f9dbda719319837ad31711eb87f9f166499,plan,9,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-18-1-9-AddUIFeedbackSettings.md,,1.0,0.0,False,False,automatic,,,,,,
commit,b1c99ff0e11dc7d38d78a51a328115010a433f80,transcript,transcript-2026-03-19-1-10-AddTrackManagement,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-19-1-10-AddTrackManagement.md,,1.0,0.0,False,False,automatic,,,,,,
commit,b1c99ff0e11dc7d38d78a51a328115010a433f80,plan,10,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-19-1-10-AddTrackManagement.md,,1.0,0.0,False,False,automatic,,,,,,
commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,transcript,transcript-2026-03-21-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-21-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-21-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,transcript,transcript-2026-03-22-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-22-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-22-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,68e340f508e0f0f5b0ac2fbbcae259abf6155b6e,transcript,transcript-2026-03-23-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-23-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,68e340f508e0f0f5b0ac2fbbcae259abf6155b6e,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-23-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,b4593bad7a73d4737a89fa81f52b0a0c853f2bce,transcript,transcript-2026-03-24-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-24-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,b4593bad7a73d4737a89fa81f52b0a0c853f2bce,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-24-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,f36a117c021f535e956e2d1722625465cd66b2f3,transcript,transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,f36a117c021f535e956e2d1722625465cd66b2f3,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,2c3898c5b9fee3c3eefa3367c3219b2f4dbd2974,transcript,transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,2c3898c5b9fee3c3eefa3367c3219b2f4dbd2974,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ce82bfb0ed6ae71f4fa52b159af692e3b74fe2c7,transcript,transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,ce82bfb0ed6ae71f4fa52b159af692e3b74fe2c7,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,2aee7213d2467ac765cf2f834b3e8b0a5409064e,transcript,transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,2aee7213d2467ac765cf2f834b3e8b0a5409064e,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,a0438824397c29c96ca6c63b48ef501b5d63dffe,transcript,transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,a0438824397c29c96ca6c63b48ef501b5d63dffe,plan,11,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-26-1-11-AddMultiPicturePerTrackSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,bba775b507acd848d8bea0c67609752e0d812194,transcript,transcript-2026-03-31-1-12-AddFLACDocumentOpenSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-03-31-1-12-AddFLACDocumentOpenSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,bba775b507acd848d8bea0c67609752e0d812194,plan,12,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-03-31-1-12-AddFLACDocumentOpenSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,da7b04f7563351b6c4c0883dbcbc16a5e081336a,transcript,transcript-2026-04-01-1-13-AddFLACFingerprintSupport,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-01-1-13-AddFLACFingerprintSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,da7b04f7563351b6c4c0883dbcbc16a5e081336a,plan,13,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-01-1-13-AddFLACFingerprintSupport.md,,1.0,0.0,False,False,automatic,,,,,,
commit,90ef077070ed157959eed236c4a5edfc023423b8,transcript,transcript-2026-04-02-1-14-AddCompilationTag,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-02-1-14-AddCompilationTag.md,,1.0,0.0,False,False,automatic,,,,,,
commit,90ef077070ed157959eed236c4a5edfc023423b8,plan,14,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-02-1-14-AddCompilationTag.md,,1.0,0.0,False,False,automatic,,,,,,
commit,bf6d257c8a9a96ec6846d3cac38bd49afd54f83a,transcript,transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation.md,,1.0,0.0,False,False,automatic,,,,,,
commit,bf6d257c8a9a96ec6846d3cac38bd49afd54f83a,plan,15,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-02-1-15-AddSwiftTagDocumentCreation.md,,1.0,0.0,False,False,automatic,,,,,,
commit,1c2bb82cfcda4a8e4043b7e883e42928b18064cf,transcript,transcript-2026-04-04-1-16-AddSwiftTagDocumentRead,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-04-1-16-AddSwiftTagDocumentRead.md,,1.0,0.0,False,False,automatic,,,,,,
commit,1c2bb82cfcda4a8e4043b7e883e42928b18064cf,plan,16,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-04-1-16-AddSwiftTagDocumentRead.md,,1.0,0.0,False,False,automatic,,,,,,
commit,633671ae999d222fba32fde71594440b8b367350,transcript,transcript-2026-04-04-1-16-AddSwiftTagDocumentRead,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-04-1-16-AddSwiftTagDocumentRead.md,,1.0,0.0,False,False,automatic,,,,,,
commit,633671ae999d222fba32fde71594440b8b367350,plan,16,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-04-1-16-AddSwiftTagDocumentRead.md,,1.0,0.0,False,False,automatic,,,,,,
commit,d0fca7dec639c9bd9845c8efb59147ccd1016e26,transcript,transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution,transcript-archive,changed-transcript-path,Docs/Plans/Transcripts/transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution.md,,1.0,0.0,False,False,automatic,,,,,,
commit,d0fca7dec639c9bd9845c8efb59147ccd1016e26,plan,16,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution.md,,1.0,0.0,False,False,automatic,,,,,,
commit,d0fca7dec639c9bd9845c8efb59147ccd1016e26,plan,17,transcript-archive,transcript-archive-provenance,Docs/Plans/Transcripts/transcript-2026-04-04-1-17-SwiftTagDocumentReadLiveFileResolution.md,,1.0,0.0,False,False,automatic,,,,,,
