transcript_id,segment_id,entity_type,entity_id,role,allocation_weight,source_line_start,source_line_end,allocated_source_lines,allocated_assistant_processing_seconds,allocated_user_response_seconds,allocated_visible_elapsed_seconds,allocated_back_and_forth_count,allocated_turn_count,review_status,reviewed_config_entry_id,confidence,evidence_note,included_in_direct_totals,included_in_rollup_totals
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-013,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,543,550,8.144702842377262,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-014,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,551,582,32.57881136950905,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-015,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,583,596,14.253229974160208,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-016,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,597,614,18.325581395348838,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-017,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,615,635,21.379844961240313,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-018,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,636,674,39.70542635658915,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-019,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,675,731,58.03100775193799,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-020,commit,80b722ee0e77887149ebfd307538cac12a5907c3,work,1.0,732,786,55.99483204134368,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-001,plan,5,direct,1.0,13,34,22.39793281653747,,,,1.0,2.0,reviewed,,1.0,semantic match,True,False
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-002,plan,5,implementation,1.0,35,128,95.70025839793283,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-003,plan,5,implementation,1.0,129,172,44.79586563307494,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-004,plan,5,implementation,1.0,173,196,24.434108527131784,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-005,plan,5,implementation,1.0,197,210,14.253229974160208,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-006,plan,5,implementation,1.0,211,292,83.48320413436693,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-007,plan,5,implementation,1.0,293,304,12.217054263565892,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-008,plan,5,implementation,1.0,305,380,77.374677002584,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-009,plan,5,implementation,1.0,381,432,52.9405684754522,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-010,plan,5,implementation,1.0,433,440,8.144702842377262,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-011,plan,5,implementation,1.0,441,522,83.48320413436693,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-012,plan,5,implementation,1.0,523,542,20.361757105943155,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-013,plan,5,implementation,1.0,543,550,8.144702842377262,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-014,plan,5,implementation,1.0,551,582,32.57881136950905,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-015,plan,5,implementation,1.0,583,596,14.253229974160208,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-016,plan,5,implementation,1.0,597,614,18.325581395348838,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-017,plan,5,implementation,1.0,615,635,21.379844961240313,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
transcript-2026-03-07-1-5-AddSaveNotificationsPlan,transcript-2026-03-07-1-5-AddSaveNotificationsPlan:segment-018,plan,5,implementation,1.0,636,674,39.70542635658915,,,,1.0,2.0,reviewed,,1.0,semantic match,False,True
