theme_id,entity_type,entity_id,relationship_type,evidence_source,confidence,allocation_weight
picture,commit,f23c8a089f6d5549a597e0635ff808b203a25766,include,"alias: picture, album art, album-art",0.9,0.0
picture,commit,759876b5751c03c882cad89d885311f3073fe8cc,include,alias: picture,0.9,0.0
picture,commit,bee209c217c6b5fa2c4eaddbddcab99101ee589a,include,keywords: cover,0.53,0.0
picture,commit,859a8f570b718d332f3f3814fc621280ae0f077e,include,alias: picture,0.9,0.0
picture,commit,546e43d639eb9d7eceb46aa966b8a592b187b12c,include,keywords: cover,0.53,0.0
picture,commit,11ba78598b25840b5e415e7410b8df4b75c964c5,include,explicit Theme include,1.0,0.0
picture,commit,6811df91487bd977d74d60b43af798e9970e5d69,include,explicit Theme include,1.0,0.0
picture,commit,9b05c92e3f87af186de2ebdf43ebe8f297b41572,include,explicit Theme include,1.0,0.0
picture,commit,46a24e9e98968ea9d3bfa50853be92e35d857f8e,include,keywords: cover,0.53,0.0
picture,commit,bbb83ef00b9fb130f94ada7293ee1f429c6bf755,include,keywords: cover,0.53,0.0
picture,commit,24428a1548324e06268c9174e358e22e9559801b,include,keywords: cover,0.53,0.0
picture,commit,ce1865558f2929bb98bcf1450a297244be3fbb06,include,keywords: cover,0.53,0.0
picture,commit,987ade16137d70327f87ab16fcf3fc874681eba4,include,alias: album art,0.9,0.0
picture,commit,83b8764ca1faecb6f984a4cf8703eaad75501f8a,include,explicit Theme include,1.0,0.0
picture,commit,17b6c1045af4a5e5e2c465dded80f53ff5695df5,include,keywords: cover,0.53,0.0
picture,commit,063c138d4ad746588a85c0be70cc1c5c75854e87,include,keywords: cover,0.53,0.0
picture,commit,7c15f6097d77ab2db98c6795b04474308f770536,include,keywords: cover,0.53,0.0
picture,commit,d928e3bb438c8fa266b8700f3d4b2709c72bd7ee,include,keywords: cover,0.53,0.0
picture,commit,3fd6771aa6fbbc5afe81722f5d39ce0c171019cd,include,keywords: cover,0.53,0.0
picture,commit,2e24923ec49954fa4d4b17f56f3d26c10265a51b,include,keywords: cover,0.53,0.0
picture,commit,43b64835145b64f3346d6298de67754019b36df8,include,"keywords: cover, description",0.61,0.0
picture,commit,380be212ade022a481997efbb4051584360a9b92,include,alias: picture,0.9,0.0
picture,commit,fc120558109cc0d36c1bee5ae25bce69d4702311,include,explicit Theme include,1.0,0.0
picture,commit,25fde2c3d0c01acd97eb967b5903f6336c57b6ae,include,explicit Theme include,1.0,0.0
picture,commit,94c83a7fe23cb17431994dd0f02d5f38c321630b,include,keywords: cover,0.53,0.0
picture,commit,77e0dc1182db2bdd7d3a4d09b5c1a7b3b912191b,include,keywords: cover,0.53,0.0
picture,commit,f19906905ecd5db8ea9d65fc0a6d80dbd0f798cb,include,alias: picture,0.9,0.0
picture,commit,82db5cd7599e76c1f0c6e8dda5f420865e32f4e7,include,keywords: cover,0.53,0.0
picture,commit,2976159836a41160b0a462b26c952968c19a7923,include,explicit Theme include,1.0,0.0
picture,commit,452263137775f01b3d4877c28d37aad4dce7884d,include,"alias: album art, album-art",0.9,0.0
picture,commit,7334db00fd1f68b65e90267ef0cde394804255cb,include,keywords: png,0.53,0.0
picture,commit,f156647a0d461ef4ed0ad7411cf1f1a4da51b3d4,include,alias: album-art,0.9,0.0
picture,commit,fdfa298ddbbdc77c6301d6f700b3f922d82f9d27,include,"alias: album art, album-art",0.9,0.0
picture,commit,5cf9b48f0411fadf42905537294e7db841c6a628,include,alias: picture,0.9,0.0
picture,commit,5944288d9bd94e8186dd374b0aec6090ad90fc96,include,alias: picture,0.9,0.0
picture,commit,604d139ad72b08a404092b8812a0130678f53984,include,alias: picture,0.9,0.0
picture,commit,7602f5d2dbef63b01a09845e5f322ad810ce7431,include,explicit Theme include,1.0,0.0
picture,commit,8053109fcb999ee4c2f8a060048b83dbfe4eed81,include,explicit Theme include,1.0,0.0
picture,commit,5c2ab0a3ba722d5fdc139615b6eb55902237162d,include,explicit Theme include,1.0,0.0
picture,commit,e534c8366925af29f7c8f9ab67a908c5d6941650,include,"alias: picture, album-art",0.9,0.0
picture,commit,1df3dd0c798507ee9db2c2005d577ac499b3e933,include,alias: album-art,0.9,0.0
picture,commit,62b9a68e15a34d8c2919c736be910ce3a9eec8e4,include,alias: picture,0.9,0.0
picture,commit,21aacef712ef78c44bd11f0a848276d3125a82a4,include,alias: picture,0.9,0.0
picture,commit,477665910577c41766377204a1abfc8cc7f0dd6d,include,"alias: picture, pictures, album-art",0.9,0.0
picture,commit,4eca36ce52399ef139926f5430d3cd08ac3c993a,include,"alias: picture, pictures",0.9,0.0
picture,commit,149bf183fe3edf4d14481d354a078cb50f628aee,include,alias: picture,0.9,0.0
picture,commit,fcee05c29e0d15314bee932ee8b1e48cc7ca7276,include,keywords: cover,0.53,0.0
picture,commit,36789f5d0b7a89231ac47b62ca91d92c8b537df8,include,"alias: picture, album art, album-art",0.9,0.0
picture,commit,5c58b2c352709f9b9c609c1e60a15c4ebf49062c,include,"alias: picture, picture browser",0.9,0.0
picture,commit,5f406d41dab292e9d24be77a40a86053fba4e075,include,"alias: picture, pictures",0.9,0.0
picture,commit,58c447d0c8f8d603db83117199143fea38de98fb,include,keywords: cover,0.53,0.0
picture,commit,a19bccf7a97c76901ba27f942e9cae26a5642edc,include,keywords: cover,0.53,0.0
picture,commit,d4616ef79d1f5f6f9afe47e139aa7a092e4b3085,include,keywords: cover,0.53,0.0
picture,commit,798de55dcbb0a4e26d499cec324224070b108b19,include,keywords: description,0.53,0.0
picture,commit,abe9194d5f3d791d34010e12ea51acb0054ae4ce,include,keywords: png,0.53,0.0
picture,commit,fdd51810b0f51c7b8ee798ecfa0eb42453627946,include,keywords: cover,0.53,0.0
picture,commit,88d09498e62eed6f088450eb0cf1ec3129a7ad34,include,keywords: cover,0.53,0.0
picture,commit,29444d740b06ee147a5690f1070d56abfa8be162,include,keywords: cover,0.53,0.0
picture,commit,9ff3081da95b34bbdf6d8d736fbee5eaf6301b84,include,keywords: cover,0.53,0.0
picture,commit,be8b3e170bc3c338a1fbbb22d814e73b77d7c994,include,"alias: picture, album-art",0.9,0.0
picture,commit,53c04fbdd27f87fda0f693f5de6166e607975ee0,include,"alias: picture, album-art",0.9,0.0
picture,commit,1071c2e0ffd3bbc279f2cca6e15509e725518e25,include,keywords: cover,0.53,0.0
picture,plan,3,include,explicit Plan Theme include,1.0,0.0
picture,plan,4,include,explicit Plan Theme include,1.0,0.0
picture,plan,11,include,explicit Plan Theme include,1.0,0.0
picture,plan,15,include,explicit Plan Theme include,1.0,0.0
picture,plan,25,include,"Plan topic: picture, picture, description",0.75,0.0
project,commit,2c8445cbde7892ceff58fb58780a79278bcf7d6e,include,explicit Theme include,1.0,0.0
project,commit,639e6a21c2fa231ef59f0c8aab3d67494a0bce8a,include,explicit Theme include,1.0,0.0
project,commit,9fea9987c80b7709896d6a46e750b0a0c7925c30,include,explicit Theme include,1.0,0.0
project,commit,a28886ff5fcb92bf016b563a5df7785225f80a77,include,explicit Theme include,1.0,0.0
project,commit,a76f2110c364943a6a2b000cd575807b8f75a6e6,include,explicit Theme include,1.0,0.0
project,commit,6c669809df69c8e7566517df27f84cd4ac85cb37,include,explicit Theme include,1.0,0.0
project,commit,f7f7e4be43044e840ea69ce6c03d1217b38913ad,include,explicit Theme include,1.0,0.0
project,commit,004751dd893b3e1b96ba2e42f9a63fc000d75663,include,explicit Theme include,1.0,0.0
project,commit,315dd772a284932ebaf5b599e41c6f6dd911a4e4,include,explicit Theme include,1.0,0.0
project,commit,e031a26f031d038fcc430fb7057600f67102ccbe,include,explicit Theme include,1.0,0.0
project,commit,c499b7aead381ce46c275a2b7e1571e2a49a4cc8,include,explicit Theme include,1.0,0.0
project,commit,ae13badc1a2a880e7b374fa67010992d398fa737,include,explicit Theme include,1.0,0.0
project,commit,d4f65729d1e61f20ac1eaf10d9e5b13db612d6b9,include,explicit Theme include,1.0,0.0
project,commit,4f2a9e8f1b624f200c4d62747f38f83200dbaf88,include,explicit Theme include,1.0,0.0
project,commit,07da732fae63f277c83cb54cf56698ac80e2c851,include,explicit Theme include,1.0,0.0
project,commit,bba775b507acd848d8bea0c67609752e0d812194,include,explicit Theme include,1.0,0.0
project,commit,866d179e6bed7ea2133bcda6ef1ea9f2f91c5a15,include,explicit Theme include,1.0,0.0
project,commit,c0f71285faefcb501480a4ad69f63e5e7dc0df1e,include,explicit Theme include,1.0,0.0
project,commit,a41be8a2ef85b234f33f4003a47fd3d0117b6e83,include,explicit Theme include,1.0,0.0
project,commit,19369540b1a2f92b3ab4fd1cedb4db7cefe41498,include,explicit Theme include,1.0,0.0
project,commit,3c4cfff64ee127631152a551713977c1ad5a40dd,include,explicit Theme include,1.0,0.0
project,commit,759876b5751c03c882cad89d885311f3073fe8cc,include,explicit Theme include,1.0,0.0
project,commit,546e43d639eb9d7eceb46aa966b8a592b187b12c,include,explicit Theme include,1.0,0.0
project,commit,d42524c80ead7c678062531b1a7e72fe58e29d72,include,explicit Theme include,1.0,0.0
project,commit,c6c7c445aae308a598d41e9f839c9bfd0e495e88,include,explicit Theme include,1.0,0.0
project,commit,0015089006f52550ef2f4ed4fdd0057bb9e521b9,include,explicit Theme include,1.0,0.0
project,commit,486b13c723b2fac0220854d9ea7269a09442e7ce,include,explicit Theme include,1.0,0.0
project,commit,e8c7dcb8fa1bcfe202e061807bb6873d2e1e0473,include,explicit Theme include,1.0,0.0
project,commit,65538b7f93d2246cfc37625f018af76640c6aa40,include,explicit Theme include,1.0,0.0
project,commit,716c54c01f81ac69fb1c6e5252727cbd5dd10310,include,explicit Theme include,1.0,0.0
project,commit,1df3bec4c822e6fcc30d809dab5277868a8e3290,include,explicit Theme include,1.0,0.0
project,commit,149bf183fe3edf4d14481d354a078cb50f628aee,include,explicit Theme include,1.0,0.0
project,commit,b5795c22e58a84982d07d6846e1929f9eba2166f,include,explicit Theme include,1.0,0.0
project,commit,5c58b2c352709f9b9c609c1e60a15c4ebf49062c,include,explicit Theme include,1.0,0.0
project,commit,5b2392f98b7d9b0680edf4fdfb6966ed9a44d9bc,include,explicit Theme include,1.0,0.0
project,commit,05c75465e894b197009e4fa12fcee8a2f232be65,include,explicit Theme include,1.0,0.0
project,commit,abe9194d5f3d791d34010e12ea51acb0054ae4ce,include,explicit Theme include,1.0,0.0
project,commit,fdd51810b0f51c7b8ee798ecfa0eb42453627946,include,explicit Theme include,1.0,0.0
project,plan,2,include,explicit Plan Theme include,1.0,0.0
project,plan,6,include,explicit Plan Theme include,1.0,0.0
project,plan,12,include,explicit Plan Theme include,1.0,0.0
save,commit,6f2967d87599d562749e274f56e19ecd000bc610,include,keywords: scope,0.53,0.0
save,commit,e382ae31861176bf220f87c7e380b5162331e490,include,keywords: write,0.53,0.0
save,commit,f400158d420b3d62590a7863231b3f4fe603006b,include,keywords: write,0.53,0.0
save,commit,27b32d888ac16fcaa31f6735b29d960131a8315c,include,explicit Theme include,1.0,0.0
save,commit,645232c9f5fdbcd436cd208763553a0f163d3f77,include,alias: save,0.9,0.0
save,commit,80b722ee0e77887149ebfd307538cac12a5907c3,include,explicit Theme include,1.0,0.0
save,commit,e0cd7da70c303f9524054cf6e150d7fbfca3d9d1,include,explicit Theme include,1.0,0.0
save,commit,ae13badc1a2a880e7b374fa67010992d398fa737,include,alias: save,0.9,0.0
save,commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,include,alias: save,0.9,0.0
save,commit,472c0f02b8c8e431c30a0e342fa8aee4bd3f6b63,include,alias: save,0.9,0.0
save,commit,68f7c7b1c66c1a7acd0564610efe03ceff89180b,include,alias: save,0.9,0.0
save,commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,include,alias: save,0.9,0.0
save,commit,b4593bad7a73d4737a89fa81f52b0a0c853f2bce,include,alias: save,0.9,0.0
save,commit,2c3898c5b9fee3c3eefa3367c3219b2f4dbd2974,include,alias: save,0.9,0.0
save,commit,ce82bfb0ed6ae71f4fa52b159af692e3b74fe2c7,include,keywords: scope,0.53,0.0
save,commit,a0438824397c29c96ca6c63b48ef501b5d63dffe,include,keywords: write,0.53,0.0
save,commit,da7b04f7563351b6c4c0883dbcbc16a5e081336a,include,alias: save,0.9,0.0
save,commit,90ef077070ed157959eed236c4a5edfc023423b8,include,alias: save,0.9,0.0
save,commit,866d179e6bed7ea2133bcda6ef1ea9f2f91c5a15,include,alias: save,0.9,0.0
save,commit,1276536d7ce542d757187ed8e2a7a229c6741847,include,alias: save,0.9,0.0
save,commit,1c2bb82cfcda4a8e4043b7e883e42928b18064cf,include,keywords: saving,0.53,0.0
save,commit,633671ae999d222fba32fde71594440b8b367350,include,alias: save,0.9,0.0
save,commit,d0fca7dec639c9bd9845c8efb59147ccd1016e26,include,alias: save,0.9,0.0
save,commit,575c54bdaeb6d9eda3326eedccc6e2395422094e,include,alias: save,0.9,0.0
save,commit,41e60a87d8b66f2a9ba012f5c5d11b525ab7c759,include,alias: save,0.9,0.0
save,commit,a41be8a2ef85b234f33f4003a47fd3d0117b6e83,include,alias: save,0.9,0.0
save,commit,ac6148bb93aa6651ba5884d968f1821e107eef34,include,alias: save,0.9,0.0
save,commit,ec63010015b0d8b4b08f578fb82c8526ce872cc6,include,keywords: write,0.53,0.0
save,commit,126cc0a4b597443b882c65566c53e996d2cc62d2,include,alias: save,0.9,0.0
save,commit,27b4d85ec22c4165acb415ef3929bd10d4c35202,include,alias: save,0.9,0.0
save,commit,e34aa24684bc1f8934df624b380e976c55c09dc0,include,keywords: write,0.53,0.0
save,commit,603c07621916ecd47e1a9faee08d8c32cd6eebdf,include,alias: save,0.9,0.0
save,commit,92460554b47e6062390266578964fe59fd5af784,include,alias: save,0.9,0.0
save,commit,096d27739611fe6d978a8e683283c1ec3de7c030,include,alias: save,0.9,0.0
save,commit,ea17789b68f2441b900707719032349f6b2aad75,include,alias: save,0.9,0.0
save,commit,561817a4bca220d705273d6744f1e5756cec418f,include,"keywords: saving, scope",0.61,0.0
save,commit,4e470f0885282d2dfa9bcfc38252ea229589132c,include,alias: save,0.9,0.0
save,commit,454258cb9db98ff57199e91810c74d771038a613,include,alias: save,0.9,0.0
save,commit,f195e03db1cd290792f99f8b880bb69995e28921,include,keywords: write,0.53,0.0
save,commit,b70f6625e06280784004190bcabafe04c96086d3,include,keywords: write,0.53,0.0
save,commit,36c5b18642e6568ca15e897dcae9132a6907e9db,include,alias: save,0.9,0.0
save,commit,0539816b5ba23a6e25ff44d6be08444b0f8dd6c7,include,keywords: payload,0.53,0.0
save,commit,352ff8c562657dc7ed4c0171d4448bdda0bec559,include,alias: save,0.9,0.0
save,commit,f23c8a089f6d5549a597e0635ff808b203a25766,include,alias: save,0.9,0.0
save,commit,777706cf1432bcd9bbd0ff1d145469d038b76fd3,include,alias: save,0.9,0.0
save,commit,5866685bcbe463804d3efa4fb258029bf961207a,include,keywords: write,0.53,0.0
save,commit,859a8f570b718d332f3f3814fc621280ae0f077e,include,keywords: write,0.53,0.0
save,commit,d65459355d32c58116293e4f6cce8a759b6d67f5,include,"alias: save, writeback",0.9,0.0
save,commit,95957dd6350042cf04715f42d75a708d22bd4af1,include,alias: save,0.9,0.0
save,commit,9b05c92e3f87af186de2ebdf43ebe8f297b41572,include,keywords: payload,0.53,0.0
save,commit,17b6c1045af4a5e5e2c465dded80f53ff5695df5,include,alias: save,0.9,0.0
save,commit,063c138d4ad746588a85c0be70cc1c5c75854e87,include,keywords: write,0.53,0.0
save,commit,3fd6771aa6fbbc5afe81722f5d39ce0c171019cd,include,keywords: write,0.53,0.0
save,commit,f19906905ecd5db8ea9d65fc0a6d80dbd0f798cb,include,keywords: saving,0.53,0.0
save,commit,452263137775f01b3d4877c28d37aad4dce7884d,include,alias: save,0.9,0.0
save,commit,82c43c94fe7392a5e5551ef1a311c150006ab0f3,include,alias: save,0.9,0.0
save,commit,969d6592c5cd201b256d15e2453193b8064126f1,include,alias: save,0.9,0.0
save,commit,5cf9b48f0411fadf42905537294e7db841c6a628,include,alias: save,0.9,0.0
save,commit,893289b52cf06c6f3c02548f549ebc68e4281380,include,alias: save,0.9,0.0
save,commit,8053109fcb999ee4c2f8a060048b83dbfe4eed81,include,keywords: payload,0.53,0.0
save,commit,e534c8366925af29f7c8f9ab67a908c5d6941650,include,keywords: saving,0.53,0.0
save,commit,1df3dd0c798507ee9db2c2005d577ac499b3e933,include,alias: save,0.9,0.0
save,commit,62b9a68e15a34d8c2919c736be910ce3a9eec8e4,include,keywords: payload,0.53,0.0
save,commit,21aacef712ef78c44bd11f0a848276d3125a82a4,include,alias: save,0.9,0.0
save,commit,a3d4895796afa545efc1d3c39379220da2c616f3,include,alias: save,0.9,0.0
save,commit,7a19911399e2e3a8b7ff2d239319a658e793346c,include,keywords: saving,0.53,0.0
save,commit,477665910577c41766377204a1abfc8cc7f0dd6d,include,keywords: saving,0.53,0.0
save,commit,d07df1fefbd553b00635ee882631ee74d12f0530,include,keywords: scope,0.53,0.0
save,commit,fcee05c29e0d15314bee932ee8b1e48cc7ca7276,include,alias: save,0.9,0.0
save,commit,b0eb1bc5f0a1a447bed6c6c903afad44009c9cd6,include,alias: save,0.9,0.0
save,commit,b5795c22e58a84982d07d6846e1929f9eba2166f,include,alias: save,0.9,0.0
save,commit,5f406d41dab292e9d24be77a40a86053fba4e075,include,explicit Theme include,1.0,0.0
save,commit,58c447d0c8f8d603db83117199143fea38de98fb,include,explicit Theme include,1.0,0.0
save,commit,9654a156c85a094a0fe4d86cb59ab87de34bf6f3,include,alias: save,0.9,0.0
save,commit,d2843d58d7c77e0470d1b467eacf8a956665e2c9,include,explicit Theme include,1.0,0.0
save,commit,88d09498e62eed6f088450eb0cf1ec3129a7ad34,include,explicit Theme include,1.0,0.0
save,commit,29444d740b06ee147a5690f1070d56abfa8be162,include,keywords: scope,0.53,0.0
save,commit,9ff3081da95b34bbdf6d8d736fbee5eaf6301b84,include,alias: save,0.9,0.0
save,commit,e38ebba60c6454fd14c208d37ffb036038f231da,include,alias: save,0.9,0.0
save,plan,4,include,explicit Plan Theme include,1.0,0.0
save,plan,5,include,explicit Plan Theme include,1.0,0.0
save,plan,7,include,explicit Plan Theme include,1.0,0.0
save,plan,19,include,"Plan topic: save, save",0.75,0.0
save,plan,20,include,"Plan topic: save, save",0.75,0.0
save,plan,22,include,"Plan topic: save, save",0.75,0.0
settings,commit,639e6a21c2fa231ef59f0c8aab3d67494a0bce8a,include,explicit Theme include,1.0,0.0
settings,commit,f400158d420b3d62590a7863231b3f4fe603006b,include,alias: settings,0.9,0.0
settings,commit,27b32d888ac16fcaa31f6735b29d960131a8315c,include,alias: settings,0.9,0.0
settings,commit,f7f7e4be43044e840ea69ce6c03d1217b38913ad,exclude,explicit negative Theme edge,1.0,0.0
settings,commit,5b61279eb659afad29d7c0e59eac297dc9b0505b,include,alias: settings,0.9,0.0
settings,commit,80b722ee0e77887149ebfd307538cac12a5907c3,include,alias: settings,0.9,0.0
settings,commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,include,explicit Theme include,1.0,0.0
settings,commit,32d8411d0d981716488a64b235fa1c25240b90ba,include,alias: settings,0.9,0.0
settings,commit,83083cbcdf9667c18e3a5c3c11c66d2cfa24f4a6,include,explicit Theme include,1.0,0.0
settings,commit,0d268f9dbda719319837ad31711eb87f9f166499,include,explicit Theme include,1.0,0.0
settings,commit,472c0f02b8c8e431c30a0e342fa8aee4bd3f6b63,include,alias: settings,0.9,0.0
settings,commit,68f7c7b1c66c1a7acd0564610efe03ceff89180b,include,alias: settings,0.9,0.0
settings,commit,9e1ce62bf296678be8aa16075285d1f9e0cb453c,include,alias: settings,0.9,0.0
settings,commit,b4593bad7a73d4737a89fa81f52b0a0c853f2bce,include,alias: settings,0.9,0.0
settings,commit,2aee7213d2467ac765cf2f834b3e8b0a5409064e,include,explicit Theme include,1.0,0.0
settings,commit,da7b04f7563351b6c4c0883dbcbc16a5e081336a,include,alias: settings,0.9,0.0
settings,commit,90ef077070ed157959eed236c4a5edfc023423b8,include,alias: settings,0.9,0.0
settings,commit,575c54bdaeb6d9eda3326eedccc6e2395422094e,include,keywords: sandbox,0.53,0.0
settings,commit,27b4d85ec22c4165acb415ef3929bd10d4c35202,include,alias: settings,0.9,0.0
settings,commit,e34aa24684bc1f8934df624b380e976c55c09dc0,include,alias: settings,0.9,0.0
settings,commit,b70f6625e06280784004190bcabafe04c96086d3,include,alias: settings,0.9,0.0
settings,commit,d65459355d32c58116293e4f6cce8a759b6d67f5,include,alias: settings,0.9,0.0
settings,commit,95957dd6350042cf04715f42d75a708d22bd4af1,include,keywords: sandbox,0.53,0.0
settings,commit,17b6c1045af4a5e5e2c465dded80f53ff5695df5,include,explicit Theme include,1.0,0.0
settings,commit,1b08404c005806083a5443603d98c10c5510ee70,include,explicit Theme include,1.0,0.0
settings,commit,063c138d4ad746588a85c0be70cc1c5c75854e87,include,explicit Theme include,1.0,0.0
settings,commit,d928e3bb438c8fa266b8700f3d4b2709c72bd7ee,include,explicit Theme include,1.0,0.0
settings,commit,94c83a7fe23cb17431994dd0f02d5f38c321630b,include,explicit Theme include,1.0,0.0
settings,commit,452263137775f01b3d4877c28d37aad4dce7884d,include,alias: settings,0.9,0.0
settings,commit,f156647a0d461ef4ed0ad7411cf1f1a4da51b3d4,include,alias: settings,0.9,0.0
settings,commit,9273900261be4959eb466c7c8dd5bce9283d6da8,include,explicit Theme include,1.0,0.0
settings,commit,fdfa298ddbbdc77c6301d6f700b3f922d82f9d27,include,alias: settings,0.9,0.0
settings,commit,82c43c94fe7392a5e5551ef1a311c150006ab0f3,include,explicit Theme include,1.0,0.0
settings,commit,c2b2356f0f3b1143f444b6e8120567b343d729cc,include,keywords: sandbox,0.53,0.0
settings,commit,5cf9b48f0411fadf42905537294e7db841c6a628,include,alias: settings,0.9,0.0
settings,commit,50b8fd902d32fca1ed43570b89b6e097dd4e9fae,include,explicit Theme include,1.0,0.0
settings,commit,893289b52cf06c6f3c02548f549ebc68e4281380,include,alias: settings,0.9,0.0
settings,commit,e534c8366925af29f7c8f9ab67a908c5d6941650,include,alias: settings,0.9,0.0
settings,commit,1df3dd0c798507ee9db2c2005d577ac499b3e933,include,alias: settings,0.9,0.0
settings,commit,a3d4895796afa545efc1d3c39379220da2c616f3,include,alias: settings,0.9,0.0
settings,commit,4eca36ce52399ef139926f5430d3cd08ac3c993a,include,alias: settings,0.9,0.0
settings,commit,d07df1fefbd553b00635ee882631ee74d12f0530,include,alias: settings,0.9,0.0
settings,commit,149bf183fe3edf4d14481d354a078cb50f628aee,include,alias: settings,0.9,0.0
settings,commit,b0eb1bc5f0a1a447bed6c6c903afad44009c9cd6,include,alias: settings,0.9,0.0
settings,commit,b5795c22e58a84982d07d6846e1929f9eba2166f,include,alias: settings,0.9,0.0
settings,commit,5b2392f98b7d9b0680edf4fdfb6966ed9a44d9bc,include,alias: settings,0.9,0.0
settings,commit,5f406d41dab292e9d24be77a40a86053fba4e075,include,"alias: settings, configuration",0.9,0.0
settings,commit,a19bccf7a97c76901ba27f942e9cae26a5642edc,include,explicit Theme include,1.0,0.0
settings,commit,d4616ef79d1f5f6f9afe47e139aa7a092e4b3085,include,explicit Theme include,1.0,0.0
settings,commit,798de55dcbb0a4e26d499cec324224070b108b19,include,alias: settings,0.9,0.0
settings,commit,d2843d58d7c77e0470d1b467eacf8a956665e2c9,include,explicit Theme include,1.0,0.0
settings,commit,88d09498e62eed6f088450eb0cf1ec3129a7ad34,include,explicit Theme include,1.0,0.0
settings,commit,29444d740b06ee147a5690f1070d56abfa8be162,include,alias: settings,0.9,0.0
settings,plan,9,include,explicit Plan Theme include,1.0,0.0
settings,plan,29,include,explicit Plan Theme include,1.0,0.0
settings,plan,30,include,explicit Plan Theme include,1.0,0.0
settings,plan,32,include,explicit Plan Theme include,1.0,0.0
swifttag-document,commit,80b722ee0e77887149ebfd307538cac12a5907c3,include,"keywords: bookmark, session",0.61,0.0
swifttag-document,commit,c499b7aead381ce46c275a2b7e1571e2a49a4cc8,include,keywords: document,0.53,0.0
swifttag-document,commit,ac28a73112d2a5170ee56f4f05fe6081f4376eb6,include,keywords: session,0.53,0.0
swifttag-document,commit,68f7c7b1c66c1a7acd0564610efe03ceff89180b,include,keywords: bookmark,0.53,0.0
swifttag-document,commit,68e340f508e0f0f5b0ac2fbbcae259abf6155b6e,include,keywords: session,0.53,0.0
swifttag-document,commit,bba775b507acd848d8bea0c67609752e0d812194,include,"keywords: document, session",0.61,0.0
swifttag-document,commit,866d179e6bed7ea2133bcda6ef1ea9f2f91c5a15,include,keywords: document,0.53,0.0
swifttag-document,commit,1276536d7ce542d757187ed8e2a7a229c6741847,include,explicit Theme include,1.0,0.0
swifttag-document,commit,bf6d257c8a9a96ec6846d3cac38bd49afd54f83a,include,explicit Theme include,1.0,0.0
swifttag-document,commit,c0f71285faefcb501480a4ad69f63e5e7dc0df1e,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,1c2bb82cfcda4a8e4043b7e883e42928b18064cf,include,explicit Theme include,1.0,0.0
swifttag-document,commit,633671ae999d222fba32fde71594440b8b367350,include,explicit Theme include,1.0,0.0
swifttag-document,commit,d0fca7dec639c9bd9845c8efb59147ccd1016e26,include,explicit Theme include,1.0,0.0
swifttag-document,commit,bc1eaf01993b5f6ef2cc64eef0f6dd4fe66824de,include,explicit Theme include,1.0,0.0
swifttag-document,commit,575c54bdaeb6d9eda3326eedccc6e2395422094e,include,"keywords: document, session",0.61,0.0
swifttag-document,commit,41e60a87d8b66f2a9ba012f5c5d11b525ab7c759,include,"alias: swifttag document, .swifttag",0.9,0.0
swifttag-document,commit,a41be8a2ef85b234f33f4003a47fd3d0117b6e83,include,"alias: swifttag document, .swifttag, associated swifttag document",0.9,0.0
swifttag-document,commit,19369540b1a2f92b3ab4fd1cedb4db7cefe41498,include,"keywords: document, session",0.61,0.0
swifttag-document,commit,ac6148bb93aa6651ba5884d968f1821e107eef34,include,"keywords: document, bookmark",0.61,0.0
swifttag-document,commit,ec63010015b0d8b4b08f578fb82c8526ce872cc6,include,"alias: swifttag document, .swifttag, session document",0.9,0.0
swifttag-document,commit,126cc0a4b597443b882c65566c53e996d2cc62d2,include,keywords: document,0.53,0.0
swifttag-document,commit,27b4d85ec22c4165acb415ef3929bd10d4c35202,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,603c07621916ecd47e1a9faee08d8c32cd6eebdf,include,keywords: document,0.53,0.0
swifttag-document,commit,096d27739611fe6d978a8e683283c1ec3de7c030,include,"alias: swifttag document, .swifttag, .swifttag document",0.9,0.0
swifttag-document,commit,ea17789b68f2441b900707719032349f6b2aad75,include,keywords: document,0.53,0.0
swifttag-document,commit,561817a4bca220d705273d6744f1e5756cec418f,include,"alias: swifttag document, .swifttag, .swifttag document",0.9,0.0
swifttag-document,commit,3c4cfff64ee127631152a551713977c1ad5a40dd,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,4e470f0885282d2dfa9bcfc38252ea229589132c,include,alias: .swifttag,0.9,0.0
swifttag-document,commit,454258cb9db98ff57199e91810c74d771038a613,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,cfba5a1a7b93b8e01d1e1b806a8db413e207ae55,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,f195e03db1cd290792f99f8b880bb69995e28921,include,"alias: swifttag document, .swifttag",0.9,0.0
swifttag-document,commit,b70f6625e06280784004190bcabafe04c96086d3,include,alias: swifttag document,0.9,0.0
swifttag-document,commit,fa39eb8476a30b608351962f31e7e6868495c9eb,include,keywords: document,0.53,0.0
swifttag-document,commit,36c5b18642e6568ca15e897dcae9132a6907e9db,include,keywords: document,0.53,0.0
